MES,REGIAO_PAIS,POPULACAO,CID_TIPO,SEXO,BENEF_TIPO,STATUS_BENEFICIARIO,QTD_BENEFICIOS,TAXA_BENEFICIOS
2024-10-01,Nordeste,57112096,Outros,Masculino,Auxílio Doenca Previdenciário,Autônomo,920,1.6108671620106536
2024-10-01,Nordeste,57112096,Outros,Masculino,Auxílio Doenca Previdenciário,Desempregado,874,1.530323803910121
2024-10-01,Nordeste,57112096,Outros,Masculino,Auxílio Doenca Previdenciário,Doméstico,26,0.04552450675247499
2024-10-01,Nordeste,57112096,Outros,Masculino,Auxílio Doenca Previdenciário,Empregado,1907,3.3390474760373006
2024-10-01,Nordeste,57112096,Outros,Masculino,Auxílio Doenca Previdenciário,Facultativo,25,0.04377356418507211
2024-10-01,Nordeste,57112096,Outros,Masculino,Auxílio Doenca Previdenciário,Optante Pela Lei 6.184/74,1,0.0017509425674028846
2024-10-01,Nordeste,57112096,Outros,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,658,1.1521202093510978
2024-10-01,Nordeste,57112096,Outros,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,55,0.09630184120715864
2024-10-01,Nordeste,57112096,Outros,Masculino,Auxílio Doenca por Acidente do Trabalho,Segurado Especial,2,0.003501885134805769
2024-10-01,Nordeste,57112096,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Autônomo,604,1.0575693107113422
2024-10-01,Nordeste,57112096,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Desempregado,1228,2.1501574727707418
2024-10-01,Nordeste,57112096,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Doméstico,105,0.18384896957730285
2024-10-01,Nordeste,57112096,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Empregado,1526,2.6719383578568014
2024-10-01,Nordeste,57112096,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Facultativo,115,0.2013583952513317
2024-10-01,Nordeste,57112096,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Optante Pela Lei 6.184/74,1,0.0017509425674028846
2024-10-01,Nordeste,57112096,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,339,0.5935695303495778
2024-10-01,Nordeste,57112096,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca por Acidente do Trabalho,Desempregado,1,0.0017509425674028846
2024-10-01,Nordeste,57112096,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,98,0.17159237160548266
2024-10-01,Nordeste,57112096,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca por Acidente do Trabalho,Segurado Especial,2,0.003501885134805769
2024-10-01,Nordeste,57112096,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Autônomo,396,0.6933732566915422
2024-10-01,Nordeste,57112096,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Desempregado,1106,1.93654247954759
2024-10-01,Nordeste,57112096,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Doméstico,6,0.010505655404417306
2024-10-01,Nordeste,57112096,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Empregado,901,1.5775992532299987
2024-10-01,Nordeste,57112096,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Facultativo,33,0.057781104724295186
2024-10-01,Nordeste,57112096,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Optante Pela Lei 6.184/74,1,0.0017509425674028846
2024-10-01,Nordeste,57112096,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,166,0.2906564661888788
2024-10-01,Nordeste,57112096,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca por Acidente do Trabalho,Desempregado,2,0.003501885134805769
2024-10-01,Nordeste,57112096,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,53,0.09279995607235288
2024-10-01,Nordeste,57112096,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Autônomo,531,0.9297505032909316
2024-10-01,Nordeste,57112096,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Desempregado,483,0.8457052600555931
2024-10-01,Nordeste,57112096,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Doméstico,169,0.29590929389108744
2024-10-01,Nordeste,57112096,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Empregado,1128,1.9750632160304533
2024-10-01,Nordeste,57112096,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Facultativo,54,0.09455089863975576
2024-10-01,Nordeste,57112096,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,373,0.6531015776412759
2024-10-01,Nordeste,57112096,Traumatismos e envenenamentos,Feminino,Auxílio Doenca por Acidente do Trabalho,Desempregado,5,0.008754712837014421
2024-10-01,Nordeste,57112096,Traumatismos e envenenamentos,Feminino,Auxílio Doenca por Acidente do Trabalho,Doméstico,9,0.01575848310662596
2024-10-01,Nordeste,57112096,Traumatismos e envenenamentos,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,216,0.378203594559023
2024-10-01,Nordeste,57112096,Traumatismos e envenenamentos,Feminino,Auxílio Doenca por Acidente do Trabalho,Segurado Especial,1,0.0017509425674028846
2024-10-01,Nordeste,57112096,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Autônomo,1040,1.8209802700989999
2024-10-01,Nordeste,57112096,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Desempregado,2047,3.5841794354737044
2024-10-01,Nordeste,57112096,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Doméstico,26,0.04552450675247499
2024-10-01,Nordeste,57112096,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Empregado,3562,6.236857425089075
2024-10-01,Nordeste,57112096,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Facultativo,23,0.04027167905026634
2024-10-01,Nordeste,57112096,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Optante Pela Lei 6.184/74,2,0.003501885134805769
2024-10-01,Nordeste,57112096,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,898,1.57234642552779
2024-10-01,Nordeste,57112096,Traumatismos e envenenamentos,Masculino,Auxílio Doenca por Acidente do Trabalho,Desempregado,11,0.01926036824143173
2024-10-01,Nordeste,57112096,Traumatismos e envenenamentos,Masculino,Auxílio Doenca por Acidente do Trabalho,Doméstico,2,0.003501885134805769
2024-10-01,Nordeste,57112096,Traumatismos e envenenamentos,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,963,1.6861576924089776
2024-10-01,Nordeste,57112096,Traumatismos e envenenamentos,Masculino,Auxílio Doenca por Acidente do Trabalho,Segurado Especial,2,0.003501885134805769
2024-10-01,Norte,18669345,Circulatório,Feminino,Auxílio Doenca Previdenciário,Autônomo,27,0.14462210645311874
2024-10-01,Norte,18669345,Circulatório,Feminino,Auxílio Doenca Previdenciário,Desempregado,30,0.16069122939235414
2024-10-01,Norte,18669345,Circulatório,Feminino,Auxílio Doenca Previdenciário,Doméstico,14,0.0749892403830986
2024-10-01,Norte,18669345,Circulatório,Feminino,Auxílio Doenca Previdenciário,Empregado,55,0.2946005872193159
2024-10-01,Norte,18669345,Circulatório,Feminino,Auxílio Doenca Previdenciário,Facultativo,7,0.0374946201915493
2024-10-01,Norte,18669345,Circulatório,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,40,0.21425497252313888
2024-10-01,Norte,18669345,Circulatório,Masculino,Auxílio Doenca Previdenciário,Autônomo,52,0.2785314642800805
2024-10-01,Norte,18669345,Circulatório,Masculino,Auxílio Doenca Previdenciário,Desempregado,88,0.4713609395509055
2024-10-01,Norte,18669345,Circulatório,Masculino,Auxílio Doenca Previdenciário,Doméstico,4,0.021425497252313887
2024-10-01,Norte,18669345,Circulatório,Masculino,Auxílio Doenca Previdenciário,Empregado,152,0.8141688955879277
2024-10-01,Norte,18669345,Circulatório,Masculino,Auxílio Doenca Previdenciário,Facultativo,2,0.010712748626156943
2024-10-01,Norte,18669345,Circulatório,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,70,0.374946201915493
2024-10-01,Norte,18669345,Circulatório,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,4,0.021425497252313887
2024-10-01,Norte,18669345,Doenças do sistema nervoso,Feminino,Amp. Social Pessoa Portadora Deficiencia,Desempregado,1,0.005356374313078472
2024-10-01,Norte,18669345,Doenças do sistema nervoso,Feminino,Auxílio Doenca Previdenciário,Autônomo,11,0.05892011744386319
2024-10-01,Norte,18669345,Doenças do sistema nervoso,Feminino,Auxílio Doenca Previdenciário,Desempregado,35,0.1874731009577465
2024-10-01,Norte,18669345,Doenças do sistema nervoso,Feminino,Auxílio Doenca Previdenciário,Doméstico,12,0.06427649175694167
2024-10-01,Norte,18669345,Doenças do sistema nervoso,Feminino,Auxílio Doenca Previdenciário,Empregado,60,0.3213824587847083
2024-10-01,Norte,18669345,Doenças do sistema nervoso,Feminino,Auxílio Doenca Previdenciário,Facultativo,3,0.016069122939235417
2024-10-01,Norte,18669345,Doenças do sistema nervoso,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,23,0.12319660920080486
2024-10-01,Norte,18669345,Doenças do sistema nervoso,Feminino,Auxílio Doenca por Acidente do Trabalho,Desempregado,2,0.010712748626156943
2024-10-01,Norte,18669345,Doenças do sistema nervoso,Feminino,Auxílio Doenca por Acidente do Trabalho,Doméstico,2,0.010712748626156943
2024-10-01,Norte,18669345,Doenças do sistema nervoso,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,7,0.0374946201915493
2024-10-01,Norte,18669345,Doenças do sistema nervoso,Masculino,Auxílio Doenca Previdenciário,Autônomo,15,0.08034561469617707
2024-10-01,Norte,18669345,Doenças do sistema nervoso,Masculino,Auxílio Doenca Previdenciário,Desempregado,42,0.2249677211492958
2024-10-01,Norte,18669345,Doenças do sistema nervoso,Masculino,Auxílio Doenca Previdenciário,Empregado,44,0.23568046977545276
2024-10-01,Norte,18669345,Doenças do sistema nervoso,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,16,0.08570198900925555
2024-10-01,Norte,18669345,Doenças do sistema nervoso,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,5,0.02678187156539236
2024-10-01,Norte,18669345,"Doenças endócrinas, nutricionais e metabólicas",Feminino,Auxílio Doenca Previdenciário,Autônomo,9,0.04820736881770624
2024-10-01,Norte,18669345,"Doenças endócrinas, nutricionais e metabólicas",Feminino,Auxílio Doenca Previdenciário,Desempregado,12,0.06427649175694167
2024-10-01,Norte,18669345,"Doenças endócrinas, nutricionais e metabólicas",Feminino,Auxílio Doenca Previdenciário,Doméstico,2,0.010712748626156943
2024-10-01,Norte,18669345,"Doenças endócrinas, nutricionais e metabólicas",Feminino,Auxílio Doenca Previdenciário,Empregado,14,0.0749892403830986
2024-10-01,Norte,18669345,"Doenças endócrinas, nutricionais e metabólicas",Feminino,Auxílio Doenca Previdenciário,Facultativo,2,0.010712748626156943
2024-10-01,Norte,18669345,"Doenças endócrinas, nutricionais e metabólicas",Feminino,Auxílio Doenca Previdenciário,Segurado Especial,10,0.05356374313078472
2024-10-01,Norte,18669345,"Doenças endócrinas, nutricionais e metabólicas",Masculino,Amp. Social Pessoa Portadora Deficiencia,Autônomo,1,0.005356374313078472
2024-10-01,Norte,18669345,"Doenças endócrinas, nutricionais e metabólicas",Masculino,Auxílio Doenca Previdenciário,Autônomo,18,0.09641473763541249
2024-10-01,Norte,18669345,"Doenças endócrinas, nutricionais e metabólicas",Masculino,Auxílio Doenca Previdenciário,Desempregado,19,0.10177111194849096
2024-10-01,Norte,18669345,"Doenças endócrinas, nutricionais e metabólicas",Masculino,Auxílio Doenca Previdenciário,Empregado,23,0.12319660920080486
2024-10-01,Norte,18669345,"Doenças endócrinas, nutricionais e metabólicas",Masculino,Auxílio Doenca Previdenciário,Segurado Especial,15,0.08034561469617707
2024-10-01,Norte,18669345,"Doenças endócrinas, nutricionais e metabólicas",Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,1,0.005356374313078472
2024-10-01,Norte,18669345,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Autônomo,10,0.05356374313078472
2024-10-01,Norte,18669345,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Desempregado,12,0.06427649175694167
2024-10-01,Norte,18669345,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Doméstico,6,0.032138245878470834
2024-10-01,Norte,18669345,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Empregado,28,0.1499784807661972
2024-10-01,Norte,18669345,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Facultativo,3,0.016069122939235417
2024-10-01,Norte,18669345,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,11,0.05892011744386319
2024-10-01,Norte,18669345,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca por Acidente do Trabalho,Desempregado,1,0.005356374313078472
2024-10-01,Norte,18669345,Doenças infecciosas e parasitárias,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,2,0.010712748626156943
2024-10-01,Norte,18669345,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca Previdenciário,Autônomo,9,0.04820736881770624
2024-10-01,Norte,18669345,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca Previdenciário,Desempregado,40,0.21425497252313888
2024-10-01,Norte,18669345,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca Previdenciário,Doméstico,1,0.005356374313078472
2024-10-01,Norte,18669345,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca Previdenciário,Empregado,71,0.3803025762285715
2024-10-01,Norte,18669345,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,27,0.14462210645311874
2024-10-01,Norte,18669345,Doenças infecciosas e parasitárias,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,3,0.016069122939235417
2024-10-01,Norte,18669345,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Autônomo,316,1.6926142829327973
2024-10-01,Norte,18669345,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Desempregado,348,1.864018260951308
2024-10-01,Norte,18669345,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Doméstico,82,0.43922269367243466
2024-10-01,Norte,18669345,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Empregado,465,2.4907140555814893
2024-10-01,Norte,18669345,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Facultativo,73,0.3910153248547284
2024-10-01,Norte,18669345,Doenças osteomusculares,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,375,2.0086403674044266
2024-10-01,Norte,18669345,Doenças osteomusculares,Feminino,Auxílio Doenca por Acidente do Trabalho,Desempregado,5,0.02678187156539236
2024-10-01,Norte,18669345,Doenças osteomusculares,Feminino,Auxílio Doenca por Acidente do Trabalho,Doméstico,1,0.005356374313078472
2024-10-01,Norte,18669345,Doenças osteomusculares,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,43,0.23032409546237428
2024-10-01,Norte,18669345,Doenças osteomusculares,Feminino,Auxílio Doenca por Acidente do Trabalho,Segurado Especial,5,0.02678187156539236
2024-10-01,Norte,18669345,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Autônomo,232,1.2426788406342053
2024-10-01,Norte,18669345,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Desempregado,478,2.5603469216515093
2024-10-01,Norte,18669345,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Doméstico,8,0.042850994504627773
2024-10-01,Norte,18669345,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Empregado,594,3.1816863419686117
2024-10-01,Norte,18669345,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Facultativo,13,0.06963286607002013
2024-10-01,Norte,18669345,Doenças osteomusculares,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,545,2.919224000627767
2024-10-01,Norte,18669345,Doenças osteomusculares,Masculino,Auxílio Doenca por Acidente do Trabalho,Autônomo,1,0.005356374313078472
2024-10-01,Norte,18669345,Doenças osteomusculares,Masculino,Auxílio Doenca por Acidente do Trabalho,Desempregado,4,0.021425497252313887
2024-10-01,Norte,18669345,Doenças osteomusculares,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,82,0.43922269367243466
2024-10-01,Norte,18669345,Doenças osteomusculares,Masculino,Auxílio Doenca por Acidente do Trabalho,Segurado Especial,3,0.016069122939235417
2024-10-01,Norte,18669345,"Gravidez, parto e puerpério",Feminino,Auxílio Doenca Previdenciário,Autônomo,2,0.010712748626156943
2024-10-01,Norte,18669345,"Gravidez, parto e puerpério",Feminino,Auxílio Doenca Previdenciário,Desempregado,6,0.032138245878470834
2024-10-01,Norte,18669345,"Gravidez, parto e puerpério",Feminino,Auxílio Doenca Previdenciário,Doméstico,5,0.02678187156539236
2024-10-01,Norte,18669345,"Gravidez, parto e puerpério",Feminino,Auxílio Doenca Previdenciário,Empregado,118,0.6320521689432597
2024-10-01,Norte,18669345,"Gravidez, parto e puerpério",Feminino,Auxílio Doenca Previdenciário,Segurado Especial,5,0.02678187156539236
2024-10-01,Norte,18669345,"Gravidez, parto e puerpério",Feminino,Auxílio Salario Maternidade,Autônomo,2,0.010712748626156943
2024-10-01,Norte,18669345,"Gravidez, parto e puerpério",Masculino,Auxílio Doenca Previdenciário,Empregado,1,0.005356374313078472
2024-10-01,Norte,18669345,Neoplasias (tumores),Feminino,Amp. Social Pessoa Portadora Deficiencia,Desempregado,1,0.005356374313078472
2024-10-01,Norte,18669345,Neoplasias (tumores),Feminino,Auxílio Doenca Previdenciário,Autônomo,75,0.4017280734808854
2024-10-01,Norte,18669345,Neoplasias (tumores),Feminino,Auxílio Doenca Previdenciário,Desempregado,79,0.4231535707331993
2024-10-01,Norte,18669345,Neoplasias (tumores),Feminino,Auxílio Doenca Previdenciário,Doméstico,29,0.15533485507927566
2024-10-01,Norte,18669345,Neoplasias (tumores),Feminino,Auxílio Doenca Previdenciário,Empregado,271,1.451577438844266
2024-10-01,Norte,18669345,Neoplasias (tumores),Feminino,Auxílio Doenca Previdenciário,Facultativo,3,0.016069122939235417
2024-10-01,Norte,18669345,Neoplasias (tumores),Feminino,Auxílio Doenca Previdenciário,Segurado Especial,88,0.4713609395509055
2024-10-01,Norte,18669345,Neoplasias (tumores),Masculino,Amp. Social Pessoa Portadora Deficiencia,Desempregado,1,0.005356374313078472
2024-10-01,Norte,18669345,Neoplasias (tumores),Masculino,Auxílio Doenca Previdenciário,Autônomo,38,0.20354222389698193
2024-10-01,Norte,18669345,Neoplasias (tumores),Masculino,Auxílio Doenca Previdenciário,Desempregado,31,0.16604760370543262
2024-10-01,Norte,18669345,Neoplasias (tumores),Masculino,Auxílio Doenca Previdenciário,Empregado,100,0.5356374313078472
2024-10-01,Norte,18669345,Neoplasias (tumores),Masculino,Auxílio Doenca Previdenciário,Facultativo,4,0.021425497252313887
2024-10-01,Norte,18669345,Neoplasias (tumores),Masculino,Auxílio Doenca Previdenciário,Segurado Especial,23,0.12319660920080486
2024-10-01,Norte,18669345,Outros,Feminino,Auxílio Doenca Previdenciário,Autônomo,106,0.567775677186318
2024-10-01,Norte,18669345,Outros,Feminino,Auxílio Doenca Previdenciário,Desempregado,87,0.466004565237827
2024-10-01,Norte,18669345,Outros,Feminino,Auxílio Doenca Previdenciário,Doméstico,54,0.2892442129062375
2024-10-01,Norte,18669345,Outros,Feminino,Auxílio Doenca Previdenciário,Empregado,466,2.4960704298945675
2024-10-01,Norte,18669345,Outros,Feminino,Auxílio Doenca Previdenciário,Facultativo,17,0.09105836332233402
2024-10-01,Norte,18669345,Outros,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,118,0.6320521689432597
2024-10-01,Norte,18669345,Outros,Feminino,Auxílio Doenca por Acidente do Trabalho,Desempregado,1,0.005356374313078472
2024-10-01,Norte,18669345,Outros,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,5,0.02678187156539236
2024-10-01,Norte,18669345,Outros,Masculino,Amp. Social Pessoa Portadora Deficiencia,Desempregado,2,0.010712748626156943
2024-10-01,Norte,18669345,Outros,Masculino,Auxílio Doenca Previdenciário,Autônomo,124,0.6641904148217305
2024-10-01,Norte,18669345,Outros,Masculino,Auxílio Doenca Previdenciário,Desempregado,139,0.7445360295179075
2024-10-01,Norte,18669345,Outros,Masculino,Auxílio Doenca Previdenciário,Doméstico,6,0.032138245878470834
2024-10-01,Norte,18669345,Outros,Masculino,Auxílio Doenca Previdenciário,Empregado,634,3.3959413144917514
2024-10-01,Norte,18669345,Outros,Masculino,Auxílio Doenca Previdenciário,Facultativo,4,0.021425497252313887
2024-10-01,Norte,18669345,Outros,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,197,1.055205739676459
2024-10-01,Norte,18669345,Outros,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,21,0.1124838605746479
2024-10-01,Norte,18669345,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Autônomo,61,0.3267388330977868
2024-10-01,Norte,18669345,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Desempregado,200,1.0712748626156945
2024-10-01,Norte,18669345,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Doméstico,23,0.12319660920080486
2024-10-01,Norte,18669345,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Empregado,358,1.9175820040820928
2024-10-01,Norte,18669345,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Facultativo,11,0.05892011744386319
2024-10-01,Norte,18669345,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,46,0.24639321840160971
2024-10-01,Norte,18669345,Transtornos mentais e comportamentais,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,21,0.1124838605746479
2024-10-01,Norte,18669345,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Autônomo,27,0.14462210645311874
2024-10-01,Norte,18669345,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Desempregado,134,0.7177541579525153
2024-10-01,Norte,18669345,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Empregado,215,1.1516204773118714
2024-10-01,Norte,18669345,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Facultativo,1,0.005356374313078472
2024-10-01,Norte,18669345,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,22,0.11784023488772638
2024-10-01,Norte,18669345,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca por Acidente do Trabalho,Desempregado,5,0.02678187156539236
2024-10-01,Norte,18669345,Transtornos mentais e comportamentais,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,18,0.09641473763541249
2024-10-01,Norte,18669345,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Autônomo,69,0.36958982760241454
2024-10-01,Norte,18669345,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Desempregado,133,0.7123977836394367
2024-10-01,Norte,18669345,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Doméstico,47,0.25174959271468816
2024-10-01,Norte,18669345,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Empregado,414,2.2175389656144873
2024-10-01,Norte,18669345,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Facultativo,13,0.06963286607002013
2024-10-01,Norte,18669345,Traumatismos e envenenamentos,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,81,0.4338663193593562
2024-10-01,Norte,18669345,Traumatismos e envenenamentos,Feminino,Auxílio Doenca por Acidente do Trabalho,Desempregado,3,0.016069122939235417
2024-10-01,Norte,18669345,Traumatismos e envenenamentos,Feminino,Auxílio Doenca por Acidente do Trabalho,Doméstico,8,0.042850994504627773
2024-10-01,Norte,18669345,Traumatismos e envenenamentos,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,106,0.567775677186318
2024-10-01,Norte,18669345,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Autônomo,175,0.9373655047887326
2024-10-01,Norte,18669345,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Desempregado,448,2.399655692259155
2024-10-01,Norte,18669345,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Doméstico,8,0.042850994504627773
2024-10-01,Norte,18669345,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Empregado,1209,6.475856544511872
2024-10-01,Norte,18669345,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Facultativo,4,0.021425497252313887
2024-10-01,Norte,18669345,Traumatismos e envenenamentos,Masculino,Auxílio Doenca Previdenciário,Segurado Especial,292,1.5640612994189136
2024-10-01,Norte,18669345,Traumatismos e envenenamentos,Masculino,Auxílio Doenca por Acidente do Trabalho,Desempregado,17,0.09105836332233402
2024-10-01,Norte,18669345,Traumatismos e envenenamentos,Masculino,Auxílio Doenca por Acidente do Trabalho,Doméstico,1,0.005356374313078472
2024-10-01,Norte,18669345,Traumatismos e envenenamentos,Masculino,Auxílio Doenca por Acidente do Trabalho,Empregado,399,2.13719335091831
2024-10-01,Norte,18669345,Traumatismos e envenenamentos,Masculino,Auxílio Doenca por Acidente do Trabalho,Segurado Especial,3,0.016069122939235417
2024-10-01,Sudeste,88617693,Circulatório,Feminino,Auxílio Doenca Previdenciário,Autônomo,1064,1.2006631677942687
2024-10-01,Sudeste,88617693,Circulatório,Feminino,Auxílio Doenca Previdenciário,Desempregado,509,0.5743773988790252
2024-10-01,Sudeste,88617693,Circulatório,Feminino,Auxílio Doenca Previdenciário,Doméstico,336,0.3791567898297691
2024-10-01,Sudeste,88617693,Circulatório,Feminino,Auxílio Doenca Previdenciário,Empregado,1615,1.8224351654020152
2024-10-01,Sudeste,88617693,Circulatório,Feminino,Auxílio Doenca Previdenciário,Facultativo,272,0.3069364489098131
2024-10-01,Sudeste,88617693,Circulatório,Feminino,Auxílio Doenca Previdenciário,Segurado Especial,89,0.10043141159181383
2024-10-01,Sudeste,88617693,Circulatório,Feminino,Auxílio Doenca por Acidente do Trabalho,Empregado,39,0.0440092702480982
2024-10-01,Sudeste,88617693,Circulatório,Masculino,Aposentadoria Invalidez Previdenciária,Desempregado,2,0.0022568856537486253
2024-10-01,Sudeste,88617693,Circulatório,Masculino,Auxílio Doenca Previdenciário,Autônomo,1278,1.4421499327453717
2024-10-01,Sudeste,88617693,Circulatório,Masculino,Auxílio Doenca Previdenciário,Desempregado,1046,1.1803511969105311
2024-10-01,Sudeste,88617693,Circulatório,Masculino,Auxílio Doenca Previdenciário,Doméstico,41,0.04626615590184683
2024-10-01,Sudeste,88617693,Circulatório,Masculino,Auxílio Doenca Previdenciário,Empregado,2368,2.6721526140383727
2024-10-01,Sudeste,88617693,Circulatório,Masculino,Auxílio Doenca Previdenciário,Facultativo,122,0.13767002487866617
2024-10-01,Sudeste,88617693,Circulatório,Masculino,Auxílio Doenca Previdenciário,Optante Pela Lei 6.184/74,1,0.0011284428268743126
